,MemberNumber,NumberPurchased
210,2811,20
211,2186,20
212,2001,20
213,3663,19
214,2629,19
215,1136,19
216,1922,19
217,1934,19
218,2978,19
219,1748,19
220,1422,19
221,2142,19
222,4836,19
223,2600,19
224,1522,19
225,2835,19
226,1175,19
227,3137,19
228,3719,19
229,4235,19
230,1013,19
231,4515,19
232,1148,19
233,4721,19
234,3582,19
235,2293,19
236,1711,19
237,4266,19
238,4102,19
239,1565,19
240,2014,19
241,1235,19
242,3822,19
243,4487,19
244,3682,19
245,3353,19
246,2654,19
247,2222,19
248,1233,19
249,2107,19
250,1038,19
251,2370,19
252,2568,19
253,1959,19
254,2645,19
255,3803,19
256,2601,19
257,2210,19
258,2381,19
259,3687,19
260,4308,19
261,2957,19
262,3504,19
263,3044,19
264,4799,19
265,2694,19
266,3903,19
267,3547,19
268,2589,19
269,3048,19
270,1634,19
271,2230,18
272,4693,18
273,4773,18
274,4112,18
275,1783,18
276,3245,18
277,1761,18
278,3757,18
279,3499,18
280,3507,18
281,4330,18
282,1625,18
283,4820,18
284,1889,18
285,2578,18
286,2019,18
287,1197,18
288,2946,18
289,4988,18
290,3621,18
291,2729,18
292,4598,18
293,1333,18
294,1404,18
295,3358,18
296,3926,18
297,2056,18
298,4321,18
299,3225,18
300,3855,18
301,3718,18
302,1510,18
303,1509,18
304,3165,18
305,1118,18
306,2011,18
307,4760,18
308,3380,18
309,4594,18
310,1811,18
311,3104,18
312,4453,18
313,4699,18
314,2311,18
315,3054,18
316,3793,18
317,3879,18
318,2171,18
319,2794,18
320,2348,18
321,3922,18
322,1534,18
323,1653,18
324,2138,18
325,1866,18
326,1327,18
327,1456,18
328,3782,18
329,1608,18
330,4572,18
331,3405,18
332,3429,18
333,4215,18
334,1110,18
335,2340,18
336,4946,18
337,1649,18
338,3562,18
339,2612,18
340,4804,17
341,3821,17
342,3189,17
343,4314,17
344,3508,17
345,2602,17
346,1753,17
347,2494,17
348,3141,17
349,1026,17
350,1798,17
351,4531,17
352,3002,17
353,1023,17
354,4456,17
355,1264,17
356,4741,17
357,1438,17
358,3776,17
359,1283,17
360,4353,17
361,1734,17
362,4018,17
363,4406,17
364,4015,17
365,2707,17
366,2690,17
367,4129,17
368,4223,17
369,1097,17
370,2365,17
371,3036,17
372,3255,17
373,4510,17
374,1979,17
375,3743,17
376,3500,17
377,4262,17
378,2540,17
379,4387,17
380,2814,17
381,4667,17
382,4468,17
383,4564,17
384,4636,17
385,1715,17
386,2932,17
387,4939,17
388,2406,17
389,4389,17
390,1242,17
391,4155,17
392,1153,17
393,2426,17
394,3595,17
395,2986,17
396,1279,17
397,3827,17
398,4335,17
399,4776,17
400,4312,17
401,4183,17
402,1220,17
403,3649,17
404,4124,17
405,2595,17
406,2448,17
407,4197,17
408,3077,17
409,3014,17
410,2092,17
411,2743,17
412,1661,17
413,1567,17
414,1287,17
415,3560,17
416,1190,17
417,4433,17
418,4661,17
419,1819,17
420,1486,17
421,1120,17
422,3998,17
423,2428,17
424,2055,17
425,3119,17
426,4745,17
427,3072,17
428,3841,17
429,1733,17
430,1646,17
431,3128,17
432,2937,17
433,3558,17
434,4464,17
435,1361,17
436,2907,17
437,1296,17
438,4019,17
439,1477,17
440,3094,17
441,4766,17
442,2613,17
443,2810,17
444,1995,17
445,3450,17
446,3201,17
447,1465,17
448,3531,17
449,3438,16
450,2925,16
451,2573,16
452,2687,16
453,1450,16
454,4779,16
455,1690,16
456,1114,16
457,3633,16
458,1612,16
459,4938,16
460,4550,16
461,2043,16
462,2618,16
463,1788,16
464,2633,16
465,3474,16
466,1740,16
467,1182,16
468,3956,16
469,2997,16
470,3523,16
471,2289,16
472,3899,16
473,1430,16
474,2550,16
475,4042,16
476,1931,16
477,1062,16
478,2873,16
479,3741,16
480,2349,16
481,1708,16
482,1494,16
483,3232,16
484,1204,16
485,2787,16
486,2650,16
487,4915,16
488,1832,16
489,3153,16
490,3905,16
491,3469,16
492,4416,16
493,4441,16
494,4579,16
495,3938,16
496,4937,16
497,4130,16
498,3518,16
499,1286,16
500,4719,16
501,1913,16
502,1081,16
503,4455,16
504,3460,16
505,1999,16
506,1183,16
507,3878,16
508,1983,16
509,1651,16
510,2133,16
511,4688,16
512,2716,16
513,4220,16
514,4104,16
515,3115,16
516,4372,16
517,2592,16
518,3309,16
519,2251,16
520,4589,16
521,3306,16
522,4573,16
523,2389,16
524,3430,16
525,3481,16
526,3095,16
527,3911,16
528,2310,16
529,4999,16
530,1966,16
531,3356,16
532,4662,16
533,2549,16
534,2129,16
535,4592,16
536,1032,16
537,1248,16
538,3284,16
539,1472,16
540,1231,16
541,4056,16
542,4110,16
543,3262,16
544,2089,16
545,1360,16
546,3322,16
547,3768,16
548,4953,16
549,4243,16
550,1618,16
551,3337,16
552,1580,16
553,2666,16
554,3909,16
555,2380,16
556,1427,16
557,4291,16
558,3111,16
559,4700,16
560,4643,16
561,2555,16
562,3844,16
563,4152,16
564,1584,16
565,3973,16
566,2772,16
567,1239,16
568,4078,16
569,2659,16
570,4747,16
571,2874,16
572,2617,16
573,1500,16
574,3139,16
575,1211,16
576,1507,16
577,3877,16
578,1144,16
579,2093,16
580,2017,16
581,3967,16
582,3268,16
583,1329,16
584,2813,16
585,3081,15
586,1384,15
587,2916,15
588,3026,15
589,2045,15
590,3505,15
591,3548,15
592,3779,15
593,1419,15
594,3604,15
595,2755,15
596,3643,15
597,2453,15
598,3775,15
599,3864,15
600,4426,15
601,1659,15
602,1729,15
603,3365,15
604,2910,15
605,3276,15
606,4742,15
607,4512,15
608,1967,15
609,3818,15
610,3071,15
611,4499,15
612,4685,15
613,4336,15
614,1468,15
615,2391,15
616,4169,15
617,1385,15
618,2244,15
619,1160,15
620,4207,15
621,3535,15
622,3207,15
623,4240,15
624,1006,15
625,1603,15
626,4280,15
627,4417,15
628,2166,15
629,4334,15
630,4170,15
631,1613,15
632,1554,15
633,4206,15
634,3354,15
635,1278,15
636,2689,15
637,4301,15
638,2950,15
639,4146,15
640,1277,15
641,1949,15
642,2597,15
643,1628,15
644,1844,15
645,4717,15
646,3948,15
647,1381,15
648,2267,15
649,3227,15
650,2952,15
651,4525,15
652,1452,15
653,4192,15
654,1892,15
655,2761,15
656,1435,15
657,4299,15
658,2499,15
659,2437,15
660,3031,15
661,2955,15
662,4434,15
663,3028,15
664,2599,15
665,3797,15
666,2523,15
667,2715,15
668,2746,15
669,1493,15
670,3369,15
671,4163,15
672,4121,15
673,4117,15
674,4812,15
675,4692,15
676,1322,15
677,2100,15
678,2194,15
679,3760,15
680,3982,15
681,3399,15
682,2231,15
683,4275,15
684,3600,15
685,2346,15
686,3489,15
687,2077,15
688,2441,15
689,3971,15
690,4744,15
691,2041,15
692,4814,15
693,1609,15
694,4548,15
695,3832,15
696,2993,15
697,3583,15
698,2792,15
699,3985,15
700,3950,15
701,3476,15
702,1692,15
703,2364,15
704,2040,15
705,4305,15
706,3688,15
707,2867,15
708,4601,15
709,1332,15
710,4778,15
711,1697,15
712,3620,15
713,3529,15
714,3214,15
715,3051,15
716,2325,15
717,2857,15
718,4320,15
719,3483,15
720,4362,15
721,2745,15
722,2840,15
723,4444,15
724,1862,15
725,4952,15
726,4445,15
727,1757,15
728,4800,15
729,3857,14
730,2510,14
731,1994,14
732,2374,14
733,3571,14
734,1312,14
735,4002,14
736,3009,14
737,3959,14
738,2201,14
739,3437,14
740,1050,14
741,4504,14
742,1065,14
743,4835,14
744,4576,14
745,3348,14
746,1945,14
747,4073,14
748,4236,14
749,2209,14
750,3683,14
751,1553,14
752,1602,14
753,2432,14
754,3194,14
755,3612,14
756,1269,14
757,3758,14
758,3584,14
759,1230,14
760,2502,14
761,1776,14
762,4391,14
763,1894,14
764,4319,14
765,2065,14
766,4929,14
767,2563,14
768,2315,14
769,3491,14
770,4134,14
771,1706,14
772,4932,14
773,1969,14
774,1703,14
775,1743,14
776,3041,14
777,3327,14
778,2930,14
779,4166,14
780,4324,14
781,2553,14
782,1527,14
783,1259,14
784,2273,14
785,3509,14
786,2356,14
787,2534,14
788,4431,14
789,4388,14
790,2996,14
791,2362,14
792,3416,14
793,3848,14
794,3208,14
795,3347,14
796,3592,14
797,2415,14
798,4194,14
799,4182,14
800,4473,14
801,1479,14
802,2885,14
803,1035,14
804,3410,14
805,3107,14
806,3924,14
807,1754,14
808,2475,14
809,1924,14
810,4796,14
811,1416,14
812,1324,14
813,4821,14
814,3184,14
815,4623,14
816,3608,14
817,3900,14
818,3166,14
819,3182,14
820,4756,14
821,4947,14
822,4077,14
823,3296,14
824,3817,14
825,4384,14
826,4024,14
827,3972,14
828,4091,14
829,1621,14
830,1888,14
831,3321,14
832,2079,14
833,2120,14
834,3962,14
835,4294,14
836,1206,14
837,4924,14
838,1599,14
839,2042,14
840,2944,14
841,1373,14
842,4012,14
843,3910,14
844,3101,14
845,2031,14
846,2236,14
847,2604,14
848,1303,14
849,1340,14
850,1632,14
851,4827,14
852,3574,14
853,1086,14
854,4162,14
855,1758,14
856,2719,14
857,4267,14
858,4860,14
859,1077,14
860,4442,14
861,3963,14
862,3116,14
863,1865,14
864,2232,14
865,4708,14
866,4097,14
867,3084,14
868,3539,14
869,2393,14
870,2711,14
871,4633,14
872,2413,14
873,3590,14
874,3881,14
875,2676,14
876,1796,14
877,4746,14
878,4038,14
879,1176,14
880,4470,14
881,1347,14
882,2860,14
883,2484,14
884,1863,14
885,4430,14
886,2390,14
887,4851,14
888,4681,14
889,1216,14
890,2869,14
891,2265,14
892,2519,14
893,2196,14
894,1921,14
895,4825,14
896,3175,14
897,3863,14
898,3181,14
899,4108,14
900,1939,14
901,1061,14
902,3511,14
903,4555,14
904,1285,14
905,1722,14
906,4931,14
907,2215,14
908,3931,13
909,1428,13
910,3891,13
911,2331,13
912,4086,13
913,1011,13
914,4788,13
915,3790,13
916,1480,13
917,2480,13
918,3414,13
919,4606,13
920,4868,13
921,4757,13
922,3946,13
923,4508,13
924,3315,13
925,1792,13
926,2652,13
927,1726,13
928,2337,13
929,2366,13
930,3396,13
931,2764,13
932,3363,13
933,2018,13
934,1290,13
935,1355,13
936,3672,13
937,2507,13
938,1276,13
939,2175,13
940,2712,13
941,4109,13
942,1937,13
943,3976,13
944,4258,13
945,1822,13
946,4412,13
947,2235,13
948,1542,13
949,1855,13
950,3684,13
951,1354,13
952,2535,13
953,4222,13
954,2431,13
955,4958,13
956,2552,13
957,4180,13
958,1787,13
959,4720,13
960,1515,13
961,1213,13
962,4351,13
963,3637,13
964,3329,13
965,4160,13
966,1129,13
967,1551,13
968,4501,13
969,3856,13
970,4743,13
971,3728,13
972,3467,13
973,4616,13
974,4035,13
975,1895,13
976,3677,13
977,1076,13
978,3668,13
979,2469,13
980,3552,13
981,3294,13
982,2781,13
983,3999,13
984,3727,13
985,4214,13
986,3409,13
987,4676,13
988,2459,13
989,4392,13
990,2870,13
991,1442,13
992,4807,13
993,3763,13
994,3176,13
995,3138,13
996,1782,13
997,2648,13
998,4923,13
999,2688,13
1000,3193,13
1001,4891,13
1002,1663,13
1003,4975,13
1004,2975,13
1005,2284,13
1006,3205,13
1007,2332,13
1008,2879,13
1009,4133,13
1010,1616,13
1011,3258,13
1012,4686,13
1013,1240,13
1014,4340,13
1015,3456,13
1016,3325,13
1017,2063,13
1018,2847,13
1019,3035,13
1020,4257,13
1021,1489,13
1022,4537,13
1023,1702,13
1024,3287,13
1025,3519,13
1026,2211,13
1027,4156,13
1028,1342,13
1029,1370,13
1030,4106,13
1031,3746,13
1032,2261,13
1033,2005,13
1034,4652,13
1035,3814,13
1036,2403,13
1037,2202,13
1038,1741,13
1039,3537,13
1040,1363,13
1041,1391,13
1042,2176,13
1043,4065,13
1044,4762,13
1045,1719,13
1046,3918,13
1047,3917,13
1048,1133,13
1049,2004,13
1050,3745,13
1051,4969,13
1052,2117,13
1053,2218,13
1054,1028,13
1055,1825,13
1056,4832,13
1057,3629,13
1058,1930,13
1059,3013,13
1060,4916,13
1061,2306,13
1062,3389,13
1063,2028,13
1064,4718,13
1065,4951,13
1066,2072,13
1067,4352,13
1068,4826,13
1069,1587,13
1070,4281,13
1071,3897,13
1072,2587,13
1073,4202,13
1074,3237,13
1075,4191,13
1076,2272,13
1077,1476,13
1078,3442,13
1079,3786,13
1080,3588,13
1081,2226,13
1082,2359,13
1083,4505,13
1084,2784,13
1085,1696,13
1086,2238,13
1087,1199,13
1088,4972,13
1089,2321,13
1090,4566,13
1091,3447,13
1092,4286,13
1093,1000,13
1094,4228,13
1095,3579,13
1096,1339,13
1097,2800,13
1098,3589,13
1099,3144,13
1100,4610,12
1101,3559,12
1102,3894,12
1103,2165,12
1104,2973,12
1105,3986,12
1106,2515,12
1107,4678,12
1108,3642,12
1109,4862,12
1110,4025,12
1111,2047,12
1112,1256,12
1113,4113,12
1114,2288,12
1115,1899,12
1116,1884,12
1117,4232,12
1118,4150,12
1119,2903,12
1120,1767,12
1121,2796,12
1122,3744,12
1123,4761,12
1124,2685,12
1125,3206,12
1126,3613,12
1127,1162,12
1128,3480,12
1129,1440,12
1130,1127,12
1131,1693,12
1132,2127,12
1133,3472,12
1134,2653,12
1135,2058,12
1136,1305,12
1137,4375,12
1138,3831,12
1139,2900,12
1140,3690,12
1141,4138,12
1142,3170,12
1143,4872,12
1144,1901,12
1145,3038,12
1146,3882,12
1147,1814,12
1148,4567,12
1149,3774,12
1150,2582,12
1151,4613,12
1152,1474,12
1153,3596,12
1154,2383,12
1155,3701,12
1156,3778,12
1157,4809,12
1158,1010,12
1159,1615,12
1160,4036,12
1161,3527,12
1162,1810,12
1163,4787,12
1164,3400,12
1165,3528,12
1166,1674,12
1167,2291,12
1168,4540,12
1169,1143,12
1170,1923,12
1171,3849,12
1172,2131,12
1173,3344,12
1174,3666,12
1175,1108,12
1176,2977,12
1177,4268,12
1178,4608,12
1179,4759,12
1180,3487,12
1181,3515,12
1182,4785,12
1183,2204,12
1184,4715,12
1185,2765,12
1186,2581,12
1187,1540,12
1188,1961,12
1189,2255,12
1190,4288,12
1191,2513,12
1192,4646,12
1193,4748,12
1194,3178,12
1195,3704,12
1196,4697,12
1197,3168,12
1198,2239,12
1199,1390,12
1200,2643,12
1201,2795,12
1202,4735,12
1203,2982,12
1204,1759,12
1205,4440,12
1206,1001,12
1207,1335,12
1208,3736,12
1209,4618,12
1210,4890,12
1211,1817,12
1212,1406,12
1213,4892,12
1214,1294,12
1215,4049,12
1216,2942,12
1217,4274,12
1218,1800,12
1219,2861,12
1220,2769,12
1221,2751,12
1222,1457,12
1223,4448,12
1224,4211,12
1225,1008,12
1226,1109,12
1227,3661,12
1228,1731,12
1229,1073,12
1230,2545,12
1231,2309,12
1232,2991,12
1233,4842,12
1234,4006,12
1235,3703,12
1236,4348,12
1237,3764,12
1238,2068,12
1239,3100,12
1240,2106,12
1241,2254,12
1242,4147,12
1243,3913,12
1244,1656,12
1245,4563,12
1246,1774,12
1247,4076,12
1248,1658,12
1249,2010,12
1250,1341,12
1251,3297,12
1252,1365,12
1253,2355,12
1254,2048,12
1255,1652,12
1256,4367,12
1257,2435,12
1258,4986,12
1259,4261,12
1260,3203,12
1261,4007,12
1262,4819,12
1263,3117,12
1264,1750,12
1265,3669,12
1266,2467,12
1267,4822,12
1268,1291,12
1269,3066,12
1270,4769,12
1271,3190,12
1272,2547,12
1273,1623,12
1274,4323,12
1275,1412,12
1276,4306,12
1277,4817,12
1278,4967,12
1279,2518,12
1280,4224,12
1281,2160,12
1282,2641,12
1283,2741,12
1284,2622,12
1285,1896,12
1286,1636,12
1287,3692,12
1288,2964,12
1289,2386,12
1290,4068,12
1291,4462,12
1292,4218,12
1293,1736,12
1294,4523,12
1295,3140,12
1296,2400,12
1297,3364,12
1298,3252,12
1299,2672,12
1300,4853,12
1301,4259,12
1302,1358,12
1303,1033,12
1304,2054,12
1305,2532,12
1306,2989,12
1307,2876,12
1308,1090,12
1309,2212,12
1310,4403,12
1311,4427,12
1312,2242,12
1313,3099,12
1314,1846,12
1315,3113,12
1316,2152,12
1317,1307,12
1318,2580,12
1319,1641,12
1320,1053,12
1321,4569,12
1322,2836,12
1323,4959,12
1324,2430,12
1325,4148,12
1326,1946,12
1327,2941,12
1328,4326,12
1329,4485,12
1330,2083,12
1331,3086,12
1332,2102,12
1333,1837,12
1334,3603,12
1335,3486,12
1336,2240,12
1337,4201,12
1338,4260,12
1339,2747,12
1340,4459,12
1341,3846,12
1342,4328,12
1343,3229,12
1344,3524,12
1345,4107,12
1346,3220,12
1347,4039,12
1348,2139,12
1349,2066,12
1350,4544,12
1351,2565,12
1352,2404,11
1353,4736,11
1354,3385,11
1355,1815,11
1356,1012,11
1357,2678,11
1358,4546,11
1359,4467,11
1360,2157,11
1361,2984,11
1362,3257,11
1363,4806,11
1364,1867,11
1365,2035,11
1366,4750,11
1367,3599,11
1368,4637,11
1369,3893,11
1370,4482,11
1371,4045,11
1372,2169,11
1373,3645,11
1374,4925,11
1375,3587,11
1376,4649,11
1377,2061,11
1378,3794,11
1379,1040,11
1380,3282,11
1381,2505,11
1382,3005,11
1383,4790,11
1384,2514,11
1385,4127,11
1386,2504,11
1387,2097,11
1388,3062,11
1389,3439,11
1390,4216,11
1391,2701,11
1392,1420,11
1393,2909,11
1394,2029,11
1395,1326,11
1396,2906,11
1397,1309,11
1398,1432,11
1399,4992,11
1400,2730,11
1401,2101,11
1402,2570,11
1403,3307,11
1404,2132,11
1405,3089,11
1406,1374,11
1407,2882,11
1408,3011,11
1409,3575,11
1410,3896,11
1411,1017,11
1412,3748,11
1413,4322,11
1414,4084,11
1415,2803,11
1416,1492,11
1417,2091,11
1418,1208,11
1419,2128,11
1420,1724,11
1421,1806,11
1422,2854,11
1423,1839,11
1424,4867,11
1425,3557,11
1426,1158,11
1427,4410,11
1428,2436,11
1429,2893,11
1430,1526,11
1431,3694,11
1432,3674,11
1433,4115,11
1434,1668,11
1435,3502,11
1436,1377,11
1437,4797,11
1438,1443,11
1439,1491,11
1440,4704,11
1441,3847,11
1442,3025,11
1443,1619,11
1444,2920,11
1445,4527,11
1446,4808,11
1447,4233,11
1448,2669,11
1449,1349,11
1450,1677,11
1451,2185,11
1452,1859,11
1453,3421,11
1454,3398,11
1455,4069,11
1456,3045,11
1457,3705,11
1458,3653,11
1459,3697,11
1460,4536,11
1461,2290,11
1462,2396,11
1463,3323,11
1464,2151,11
1465,3390,11
1466,1877,11
1467,2375,11
1468,4377,11
1469,3310,11
1470,2574,11
1471,2452,11
1472,2410,11
1473,2805,11
1474,1885,11
1475,1940,11
1476,4843,11
1477,2830,11
1478,1620,11
1479,3762,11
1480,2338,11
1481,3154,11
1482,1174,11
1483,2832,11
1484,3920,11
1485,1935,11
1486,1747,11
1487,1954,11
1488,4380,11
1489,3545,11
1490,4131,11
1491,4009,11
1492,2399,11
1493,4397,11
1494,4474,11
1495,2807,11
1496,1881,11
1497,3010,11
1498,1797,11
1499,4895,11
1500,1968,11
1501,1421,11
1502,1130,11
1503,2154,11
1504,4650,11
1505,2693,11
1506,2033,11
1507,2465,11
1508,1869,11
1509,3370,11
1510,2912,11
1511,2307,11
1512,3617,11
1513,3520,11
1514,3570,11
1515,4249,11
1516,2074,11
1517,1178,11
1518,3966,11
1519,4600,11
1520,4794,11
1521,2837,11
1522,3698,11
1523,4962,11
1524,3424,11
1525,1917,11
1526,4498,11
1527,4503,11
1528,4125,11
1529,1687,11
1530,2956,11
1531,3324,11
1532,3934,11
1533,1823,11
1534,1330,11
1535,2247,11
1536,1241,11
1537,4199,11
1538,1679,11
1539,2924,11
1540,1605,11
1541,2849,11
1542,3468,11
1543,2709,11
1544,4789,11
1545,4120,11
1546,3299,11
1547,2525,11
1548,4212,11
1549,4255,11
1550,3185,11
1551,4098,11
1552,3675,11
1553,2178,11
1554,1016,11
1555,1113,11
1556,2682,11
1557,2530,11
1558,3980,11
1559,4082,11
1560,3328,11
1561,1764,11
1562,2363,11
1563,4734,11
1564,4906,11
1565,2274,11
1566,1504,11
1567,1123,11
1568,4041,11
1569,3204,11
1570,3209,11
1571,2495,11
1572,2470,11
1573,1380,11
1574,3148,11
1575,1293,11
1576,1075,11
1577,3789,11
1578,2158,11
1579,2899,11
1580,1111,11
1581,3769,11
1582,3360,11
1583,4841,11
1584,1801,11
1585,2336,11
1586,2696,11
1587,2422,11
1588,1289,11
1589,3300,11
1590,3987,11
1591,4295,11
1592,2940,11
1593,1454,11
1594,4040,11
1595,3142,11
1596,3983,11
1597,1125,11
1598,2081,10
1599,3961,10
1600,1185,10
1601,3522,10
1602,2636,10
1603,2817,10
1604,1900,10
1605,1611,10
1606,4583,10
1607,3063,10
1608,2361,10
1609,4405,10
1610,1100,10
1611,4772,10
1612,1523,10
1613,4782,10
1614,4466,10
1615,2144,10
1616,2656,10
1617,4981,10
1618,3401,10
1619,1622,10
1620,3132,10
1621,3937,10
1622,3021,10
1623,1252,10
1624,1517,10
1625,4204,10
1626,3304,10
1627,1664,10
1628,3435,10
1629,1135,10
1630,1128,10
1631,4457,10
1632,4712,10
1633,4725,10
1634,3295,10
1635,1372,10
1636,4989,10
1637,4675,10
1638,2972,10
1639,2476,10
1640,2757,10
1641,4855,10
1642,4669,10
1643,1816,10
1644,1460,10
1645,1751,10
1646,4722,10
1647,1808,10
1648,2191,10
1649,4740,10
1650,1699,10
1651,3685,10
1652,2979,10
1653,3384,10
1654,2692,10
1655,2691,10
1656,4196,10
1657,3819,10
1658,4584,10
1659,3215,10
1660,4655,10
1661,2785,10
1662,2148,10
1663,1475,10
1664,1205,10
1665,2170,10
1666,2548,10
1667,4369,10
1668,4028,10
1669,1962,10
1670,1069,10
1671,1014,10
1672,3526,10
1673,2402,10
1674,1302,10
1675,3343,10
1676,3224,10
1677,2777,10
1678,1833,10
1679,4004,10
1680,2754,10
1681,1964,10
1682,2122,10
1683,2825,10
1684,4728,10
1685,4603,10
1686,4342,10
1687,1512,10
1688,4037,10
1689,2339,10
1690,4991,10
1691,2948,10
1692,2883,10
1693,4541,10
1694,4114,10
1695,4922,10
1696,3419,10
1697,1499,10
1698,4993,10
1699,1171,10
1700,4094,10
1701,2225,10
1702,4596,10
1703,4398,10
1704,2564,10
1705,2590,10
1706,2935,10
1707,1102,10
1708,2087,10
1709,3083,10
1710,4432,10
1711,1852,10
1712,4632,10
1713,3840,10
1714,2834,10
1715,3997,10
1716,2345,10
1717,1234,10
1718,1074,10
1719,3614,10
1720,3413,10
1721,3689,10
1722,2295,10
1723,3928,10
1724,1020,10
1725,1514,10
1726,4559,10
1727,4500,10
1728,1752,10
1729,2713,10
1730,3721,10
1731,4313,10
1732,4914,10
1733,2904,10
1734,1676,10
1735,2038,10
1736,4092,10
1737,2489,10
1738,3866,10
1739,3619,10
1740,2300,10
1741,1425,10
1742,1513,10
1743,1596,10
1744,4840,10
1745,3544,10
1746,4177,10
1747,2479,10
1748,2775,10
1749,1770,10
1750,1202,10
1751,1938,10
1752,3886,10
1753,4705,10
1754,2958,10
1755,1820,10
1756,2723,10
1757,2556,10
1758,3236,10
1759,2420,10
1760,1723,10
1761,2162,10
1762,4085,10
1763,2543,10
1764,2200,10
1765,4899,10
1766,2763,10
1767,1037,10
1768,3622,10
1769,4911,10
1770,1746,10
1771,4996,10
1772,2829,10
1773,1952,10
1774,2082,10
1775,1328,10
1776,1426,10
1777,1591,10
1778,3808,10
1779,2756,10
1780,3496,10
1781,1226,10
1782,4269,10
1783,1132,10
1784,2188,10
1785,4449,10
1786,3254,10
1787,4284,10
1788,4088,10
1789,4195,10
1790,2109,10
1791,4942,10
1792,1345,10
1793,3738,10
1794,2562,10
1795,2927,10
1796,2585,10
1797,4727,10
1798,1950,10
1799,3615,10
1800,4614,10
1801,1789,10
1802,3556,10
1803,2521,10
1804,2732,10
1805,2864,10
1806,3681,10
1807,4044,10
1808,1417,10
1809,1872,10
1810,3160,10
1811,1320,10
1812,4493,10
1813,2727,10
1814,1223,10
1815,3015,10
1816,4296,10
1817,1575,10
1818,4687,10
1819,1041,10
1820,1103,10
1821,3034,10
1822,1403,10
1823,4837,10
1824,1835,10
1825,1150,10
1826,3039,10
1827,1980,10
1828,1883,10
1829,2327,10
1830,4265,10
1831,4883,10
1832,1356,10
1833,4529,10
1834,1501,10
1835,2314,10
1836,1838,10
1837,1851,10
1838,3030,10
1839,3222,10
1840,1343,10
1841,4164,10
1842,4886,10
1843,2407,10
1844,3947,10
1845,1648,10
1846,3895,10
1847,2341,10
1848,1104,10
1849,1524,10
1850,3671,10
1851,4463,10
1852,1910,10
1853,2699,10
1854,1903,10
1855,4869,10
1856,3458,10
1857,2071,10
1858,2439,10
1859,3756,10
1860,2243,10
1861,3264,10
1862,3471,10
1863,3067,10
1864,1282,10
1865,1818,10
1866,4641,10
1867,3717,10
1868,3609,10
1869,3127,10
1870,2320,10
