,MemberNumber,NumberPurchased
480,4233,9
481,3684,9
482,4299,9
483,2921,9
484,2072,9
485,2337,9
486,4756,9
487,2222,9
488,2906,9
489,2925,9
490,4097,9
491,3287,9
492,3306,9
493,4962,9
494,2912,9
495,1297,9
496,4412,9
497,4262,9
498,1141,9
499,3396,9
500,1309,9
501,4817,8
502,2924,8
503,3119,8
504,1369,8
505,1783,8
506,2079,8
507,2597,8
508,4823,8
509,1128,8
510,2131,8
511,4305,8
512,3140,8
513,2484,8
514,3238,8
515,2001,8
516,3998,8
517,4194,8
518,1057,8
519,1041,8
520,2779,8
521,2447,8
522,3775,8
523,2625,8
524,3561,8
525,3508,8
526,1822,8
527,4932,8
528,3757,8
529,1569,8
530,4485,8
531,3153,8
532,2715,8
533,3232,8
534,1736,8
535,4646,8
536,4637,8
537,2155,8
538,4830,8
539,2432,8
540,3827,8
541,1246,8
542,4897,8
543,3356,8
544,1575,8
545,3343,8
546,3550,8
547,1596,8
548,1282,8
549,4510,8
550,1980,8
551,1118,8
552,2055,8
553,3491,8
554,2795,8
555,2550,8
556,4886,8
557,3705,8
558,2254,8
559,1658,8
560,1609,8
561,2573,8
562,1938,8
563,4821,8
564,2388,8
565,4840,8
566,4851,8
567,2732,8
568,4837,8
569,1110,8
570,3793,8
571,1651,8
572,1814,8
573,2618,8
574,2028,8
575,1879,8
576,4110,8
577,1983,8
578,2713,8
579,1646,8
580,2901,8
581,1793,8
582,1905,8
583,4852,8
584,1526,8
585,3226,8
586,2244,8
587,4015,8
588,3518,8
589,4187,8
590,3629,8
591,2517,8
592,1450,8
593,2909,8
594,2144,8
595,3141,8
596,4963,8
597,4265,8
598,3104,8
599,3009,8
600,3268,8
601,2556,8
602,1591,8
603,1480,8
604,3139,8
605,2242,8
606,4509,8
607,1999,8
608,1244,8
609,1333,8
610,3808,8
611,1341,8
612,4244,8
613,2802,8
614,2811,8
615,3507,8
616,2345,8
617,4661,8
618,1342,8
619,3384,8
620,3045,8
621,1473,8
622,3106,8
623,4745,8
624,1969,8
625,3297,8
626,4638,8
627,2479,8
628,2122,8
629,1028,8
630,1738,8
631,3028,8
632,3965,8
633,2107,8
634,3619,8
635,4259,8
636,3033,8
637,2761,8
638,4444,8
639,2374,8
640,4956,8
641,3515,8
642,4024,8
643,2025,8
644,1384,8
645,1223,8
646,1587,8
647,3021,8
648,3877,8
649,4291,8
650,3353,8
651,3444,8
652,3783,8
653,3511,8
654,1494,8
655,4832,8
656,3903,8
657,4163,8
658,3026,8
659,4705,8
660,3184,8
661,1716,8
662,4613,8
663,3344,8
664,1472,8
665,3044,8
666,3840,8
667,4512,8
668,4622,8
669,2441,8
670,4342,8
671,4855,8
672,4077,8
673,2152,8
674,3496,8
675,3349,8
676,4372,8
677,1862,8
678,4952,8
679,3612,8
680,2038,8
681,3881,8
682,1921,8
683,4854,8
684,1343,8
685,4178,8
686,1307,8
687,1234,8
688,4066,8
689,2801,8
690,3967,8
691,4753,8
692,1440,8
693,2726,8
694,2952,8
695,1446,8
696,1365,8
697,4112,8
698,1946,8
699,4659,8
700,2807,8
701,4403,8
702,4564,8
703,3721,8
704,2231,8
705,3593,8
706,1434,8
707,3769,8
708,2445,8
709,2166,8
710,1026,8
711,1767,8
712,4370,8
713,2294,8
714,2148,8
715,3841,8
716,4182,8
717,4747,8
718,1961,8
719,3857,8
720,1791,8
721,1353,8
722,2279,8
723,4500,8
724,1241,8
725,2522,8
726,1500,8
727,4192,8
728,2957,8
729,3921,8
730,2068,8
731,1751,8
732,1426,8
733,2555,8
734,3584,8
735,1801,8
736,2139,8
737,4156,8
738,4435,8
739,2736,8
740,2688,8
741,4431,8
742,2310,8
743,2927,8
744,2196,8
745,1770,8
746,4720,8
747,3548,8
748,3816,7
749,3920,7
750,2237,7
751,4002,7
752,3407,7
753,1544,7
754,3603,7
755,2439,7
756,4770,7
757,2098,7
758,1045,7
759,2547,7
760,2259,7
761,4471,7
762,2408,7
763,2362,7
764,1859,7
765,3193,7
766,2570,7
767,2311,7
768,2854,7
769,1051,7
770,1040,7
771,2301,7
772,2174,7
773,4442,7
774,3847,7
775,2644,7
776,3966,7
777,2935,7
778,3357,7
779,4445,7
780,2629,7
781,1492,7
782,4290,7
783,3327,7
784,1175,7
785,4541,7
786,1493,7
787,1006,7
788,4329,7
789,3324,7
790,2898,7
791,1632,7
792,3856,7
793,4098,7
794,4769,7
795,2611,7
796,1393,7
797,3466,7
798,2149,7
799,3279,7
800,2343,7
801,4202,7
802,1218,7
803,4283,7
804,2051,7
805,4160,7
806,3698,7
807,3786,7
808,3666,7
809,1418,7
810,3378,7
811,3263,7
812,3804,7
813,2519,7
814,4277,7
815,1863,7
816,1114,7
817,4461,7
818,3120,7
819,2974,7
820,3913,7
821,1937,7
822,4525,7
823,2837,7
824,4094,7
825,4603,7
826,2147,7
827,4586,7
828,3089,7
829,4255,7
830,4126,7
831,4404,7
832,4056,7
833,2127,7
834,1134,7
835,2685,7
836,4923,7
837,3403,7
838,1542,7
839,3315,7
840,2619,7
841,3294,7
842,3482,7
843,2626,7
844,3848,7
845,4125,7
846,2291,7
847,1102,7
848,1655,7
849,4780,7
850,2344,7
851,1866,7
852,4082,7
853,1139,7
854,3393,7
855,2930,7
856,3767,7
857,1274,7
858,4341,7
859,1086,7
860,4667,7
861,2578,7
862,1674,7
863,3604,7
864,1605,7
865,4692,7
866,2183,7
867,3213,7
868,2831,7
869,3621,7
870,1381,7
871,4946,7
872,2533,7
873,2900,7
874,1686,7
875,1288,7
876,2961,7
877,2141,7
878,4096,7
879,4433,7
880,2986,7
881,2451,7
882,3166,7
883,4502,7
884,3872,7
885,3732,7
886,3251,7
887,4654,7
888,3570,7
889,1815,7
890,1265,7
891,1287,7
892,4938,7
893,2804,7
894,4666,7
895,4616,7
896,4531,7
897,3523,7
898,3681,7
899,4410,7
900,2288,7
901,1101,7
902,3427,7
903,4257,7
904,4389,7
905,3489,7
906,4771,7
907,2004,7
908,1435,7
909,3680,7
910,4544,7
911,1487,7
912,4117,7
913,4598,7
914,1037,7
915,1062,7
916,4131,7
917,2204,7
918,1269,7
919,1182,7
920,3527,7
921,2863,7
922,4573,7
923,3299,7
924,4430,7
925,4786,7
926,4443,7
927,4746,7
928,1868,7
929,4264,7
930,1764,7
931,4699,7
932,1185,7
933,4588,7
934,2258,7
935,2241,7
936,1157,7
937,2794,7
938,4085,7
939,4673,7
940,1881,7
941,1413,7
942,2649,7
943,4325,7
944,4579,7
945,4191,7
946,4371,7
947,4582,7
948,3109,7
949,1289,7
950,3616,7
951,2587,7
952,3237,7
953,4303,7
954,3100,7
955,4468,7
956,3256,7
957,1693,7
958,3065,7
959,4879,7
960,2066,7
961,2499,7
962,1296,7
963,3467,7
964,3277,7
965,3596,7
966,3758,7
967,3763,7
968,2067,7
969,3675,7
970,3157,7
971,1033,7
972,4216,7
973,4312,7
974,1719,7
975,3600,7
976,2406,6
977,3110,6
978,1923,6
979,4569,6
980,2662,6
981,1838,6
982,2661,6
983,4048,6
984,4717,6
985,4893,6
986,2031,6
987,1387,6
988,2142,6
989,1891,6
990,1924,6
991,4275,6
992,1425,6
993,3389,6
994,4812,6
995,4106,6
996,1657,6
997,1186,6
998,4896,6
999,4804,6
1000,1011,6
1001,4523,6
1002,2071,6
1003,1350,6
1004,4007,6
1005,4415,6
1006,1017,6
1007,4134,6
1008,4065,6
1009,2054,6
1010,1809,6
1011,4422,6
1012,1659,6
1013,1619,6
1014,2696,6
1015,1003,6
1016,4455,6
1017,3563,6
1018,3595,6
1019,2518,6
1020,2737,6
1021,2094,6
1022,2932,6
1023,2753,6
1024,3614,6
1025,4698,6
1026,4199,6
1027,4906,6
1028,3450,6
1029,1320,6
1030,1509,6
1031,1207,6
1032,1354,6
1033,4822,6
1034,4150,6
1035,3111,6
1036,3959,6
1037,2669,6
1038,2964,6
1039,4458,6
1040,1607,6
1041,4226,6
1042,3457,6
1043,3695,6
1044,1181,6
1045,1578,6
1046,4937,6
1047,3820,6
1048,3760,6
1049,3414,6
1050,3447,6
1051,1900,6
1052,4302,6
1053,3411,6
1054,4232,6
1055,2402,6
1056,1501,6
1057,2005,6
1058,3765,6
1059,4334,6
1060,4807,6
1061,4080,6
1062,2431,6
1063,2816,6
1064,1259,6
1065,2315,6
1066,2399,6
1067,3479,6
1068,4308,6
1069,3267,6
1070,1694,6
1071,3628,6
1072,3762,6
1073,2944,6
1074,2966,6
1075,2692,6
1076,1650,6
1077,1147,6
1078,2323,6
1079,2871,6
1080,2850,6
1081,2247,6
1082,4567,6
1083,3046,6
1084,2457,6
1085,1772,6
1086,2424,6
1087,2754,6
1088,2687,6
1089,4635,6
1090,4636,6
1091,2994,6
1092,4665,6
1093,2375,6
1094,1829,6
1095,3150,6
1096,4557,6
1097,2594,6
1098,2941,6
1099,1869,6
1100,1917,6
1101,1788,6
1102,1820,6
1103,3569,6
1104,2421,6
1105,1856,6
1106,1197,6
1107,2788,6
1108,3713,6
1109,4440,6
1110,2917,6
1111,1404,6
1112,2043,6
1113,4838,6
1114,2656,6
1115,4870,6
1116,1636,6
1117,2559,6
1118,3636,6
1119,1279,6
1120,2815,6
1121,1586,6
1122,3722,6
1123,3386,6
1124,3458,6
1125,1620,6
1126,3869,6
1127,4719,6
1128,3087,6
1129,1754,6
1130,4493,6
1131,1731,6
1132,1585,6
1133,3201,6
1134,4955,6
1135,2893,6
1136,1478,6
1137,2243,6
1138,1423,6
1139,3206,6
1140,2454,6
1141,4042,6
1142,2943,6
1143,3416,6
1144,4432,6
1145,2541,6
1146,1897,6
1147,4922,6
1148,3989,6
1149,4663,6
1150,1456,6
1151,3342,6
1152,4109,6
1153,2411,6
1154,3423,6
1155,1597,6
1156,2510,6
1157,3799,6
1158,1022,6
1159,3264,6
1160,4113,6
1161,1752,6
1162,2177,6
1163,4353,6
1164,1442,6
1165,2581,6
1166,4957,6
1167,4019,6
1168,3831,6
1169,1711,6
1170,1020,6
1171,4864,6
1172,4538,6
1173,3812,6
1174,1910,6
1175,1641,6
1176,1824,6
1177,4380,6
1178,4803,6
1179,2633,6
1180,2040,6
1181,3498,6
1182,3537,6
1183,3112,6
1184,4520,6
1185,3186,6
1186,2401,6
1187,4337,6
1188,4078,6
1189,1996,6
1190,2729,6
1191,1715,6
1192,1677,6
1193,4398,6
1194,1066,6
1195,2232,6
1196,4766,6
1197,2605,6
1198,3300,6
1199,4629,6
1200,1733,6
1201,2908,6
1202,4761,6
1203,2654,6
1204,2472,6
1205,3854,6
1206,1412,6
1207,4641,6
1208,1035,6
1209,3022,6
1210,3552,6
1211,1032,6
1212,2965,6
1213,1726,6
1214,2383,6
1215,4245,6
1216,4917,6
1217,4760,6
1218,4214,6
1219,3952,6
1220,1171,6
1221,3084,6
1222,2195,6
1223,2111,6
1224,3495,6
1225,2864,6
1226,3360,6
1227,1849,6
1228,4294,6
1229,2679,6
1230,1233,6
1231,4674,6
1232,3678,6
1233,4437,6
1234,3425,6
1235,3442,6
1236,2076,6
1237,4375,6
1238,4566,6
1239,3113,6
1240,1262,6
1241,3947,6
1242,1074,6
1243,1758,6
1244,2982,6
1245,3790,6
1246,3042,6
1247,4040,6
1248,1143,6
1249,3633,6
1250,3882,6
1251,3613,6
1252,3034,6
1253,4820,6
1254,3851,6
1255,4875,6
1256,3692,6
1257,4709,6
1258,4427,6
1259,4021,6
1260,4349,6
1261,2958,6
1262,1069,6
1263,3530,6
1264,3589,6
1265,4274,6
1266,3102,6
1267,3493,6
1268,4268,6
1269,3730,6
1270,2407,6
1271,2426,6
1272,2354,6
1273,2129,6
1274,4241,6
1275,1258,6
1276,4806,6
1277,3669,6
1278,2309,6
1279,1681,6
1280,2194,6
1281,4764,6
1282,3556,6
1283,1844,6
1284,4947,6
1285,4951,6
1286,3309,6
1287,3220,6
1288,1445,6
1289,4743,6
1290,1680,6
1291,1308,6
1292,3426,6
1293,4785,6
1294,4492,6
1295,4075,6
1296,1170,6
1297,4880,6
1298,4318,6
1299,2022,6
1300,3003,6
1301,2673,6
1302,1521,6
1303,1803,6
1304,3749,6
1305,2796,6
1306,4693,6
1307,2861,6
1308,2743,6
1309,4939,6
1310,3753,6
1311,4104,6
1312,2504,6
1313,1696,6
1314,3795,6
1315,3320,6
1316,1256,6
1317,2564,6
1318,4014,6
1319,4749,6
1320,4782,6
1321,2534,6
1322,1676,6
1323,1329,6
1324,4575,6
1325,2272,6
1326,1280,6
1327,4853,6
1328,2694,6
1329,1115,6
1330,4028,6
1331,4993,6
1332,3866,6
1333,2207,6
1334,1018,6
1335,4324,6
1336,4983,6
1337,4335,6
1338,3101,6
1339,4488,6
1340,1899,6
1341,4340,6
1342,2178,6
1343,3383,6
1344,2996,6
1345,4256,6
1346,4193,6
1347,2303,6
1348,2430,6
1349,1548,6
1350,1150,6
1351,2641,6
1352,1888,6
1353,2709,6
1354,3544,6
1355,2585,6
1356,4152,6
1357,4479,6
1358,2047,6
1359,2036,6
1360,1517,6
1361,3682,6
1362,1356,6
1363,2340,6
1364,4319,6
1365,3805,6
1366,1476,6
1367,3321,6
1368,3063,6
1369,1955,6
1370,4140,6
1371,2674,6
1372,4967,6
1373,2185,6
1374,2593,6
1375,1407,6
1376,4685,6
1377,3689,6
1378,4763,6
1379,2308,6
1380,1778,6
1381,4154,6
1382,3129,6
1383,4596,6
1384,1549,6
1385,3850,6
1386,4339,6
1387,1865,6
1388,3208,6
1389,2836,6
1390,2553,6
1391,2632,6
1392,4722,6
1393,2727,6
1394,2331,6
1395,1205,6
1396,4887,6
1397,2475,6
1398,4348,6
1399,1725,6
1400,1174,6
1401,1416,6
1402,3897,6
1403,4196,6
1404,1142,6
1405,2781,6
1406,1317,6
1407,3222,6
1408,1417,6
1409,2089,6
1410,2904,6
1411,2264,6
1412,3828,6
1413,3338,6
1414,2608,6
1415,2671,6
1416,2747,6
1417,3325,6
1418,3521,6
1419,1883,6
1420,3779,6
1421,4847,6
1422,4809,6
1423,2699,6
1424,4009,6
1425,3697,6
1426,3526,6
1427,4013,6
1428,4669,6
1429,2273,6
1430,2299,6
1431,3573,6
1432,3683,6
1433,1211,6
1434,1613,6
1435,2027,5
1436,1477,5
1437,1444,5
1438,1534,5
1439,1113,5
1440,2536,5
1441,3271,5
1442,2764,5
1443,3358,5
1444,1229,5
1445,3060,5
1446,3370,5
1447,4310,5
1448,4899,5
1449,1438,5
1450,1479,5
1451,3369,5
1452,1085,5
1453,1217,5
1454,4060,5
1455,1706,5
1456,4044,5
1457,1785,5
1458,2892,5
1459,1832,5
1460,3834,5
1461,3430,5
1462,1818,5
1463,4058,5
1464,2049,5
1465,3787,5
1466,3364,5
1467,4877,5
1468,2376,5
1469,3716,5
1470,3359,5
1471,4935,5
1472,2771,5
1473,1987,5
1474,4796,5
1475,3159,5
1476,3015,5
1477,1443,5
1478,4298,5
1479,2604,5
1480,4916,5
1481,3852,5
1482,3773,5
1483,3387,5
1484,4836,5
1485,1328,5
1486,2535,5
1487,3719,5
1488,3024,5
1489,3718,5
1490,4710,5
1491,1059,5
1492,2560,5
1493,2916,5
1494,2631,5
1495,3789,5
1496,1689,5
1497,4392,5
1498,1828,5
1499,4511,5
1500,3218,5
1501,2814,5
1502,2044,5
1503,3961,5
1504,2348,5
1505,4495,5
1506,3646,5
1507,2480,5
1508,1395,5
1509,1123,5
1510,4589,5
1511,4696,5
1512,2712,5
1513,4540,5
1514,2276,5
1515,2180,5
1516,2928,5
1517,3148,5
1518,1530,5
1519,4116,5
1520,2954,5
1521,4176,5
1522,4402,5
1523,1188,5
1524,3946,5
1525,1615,5
1526,3207,5
1527,1525,5
1528,3797,5
1529,1506,5
1530,2492,5
1531,1194,5
1532,1512,5
1533,3516,5
1534,3871,5
1535,2097,5
1536,2719,5
1537,1679,5
1538,2530,5
1539,1125,5
1540,3672,5
1541,2239,5
1542,3728,5
1543,1547,5
1544,1723,5
1545,4003,5
1546,1133,5
1547,1083,5
1548,2353,5
1549,3784,5
1550,3720,5
1551,1027,5
1552,2869,5
1553,4388,5
1554,1082,5
1555,4220,5
1556,3696,5
1557,2037,5
1558,3334,5
1559,2169,5
1560,1338,5
1561,3815,5
1562,3861,5
1563,1486,5
1564,2092,5
1565,2334,5
1566,4890,5
1567,2923,5
1568,3168,5
1569,1073,5
1570,2176,5
1571,3964,5
1572,2817,5
1573,3323,5
1574,2949,5
1575,3204,5
1576,2104,5
1577,2920,5
1578,2358,5
1579,4944,5
1580,1664,5
1581,4846,5
1582,4975,5
1583,3843,5
1584,3117,5
1585,2638,5
1586,1583,5
1587,2824,5
1588,1735,5
1589,4356,5
1590,2810,5
1591,3438,5
1592,1489,5
1593,4697,5
1594,1825,5
1595,1760,5
1596,2393,5
1597,4311,5
1598,3642,5
1599,4658,5
1600,1743,5
1601,4539,5
1602,4414,5
1603,2233,5
1604,2653,5
1605,3602,5
1606,3889,5
1607,4651,5
1608,4050,5
1609,4819,5
1610,3057,5
1611,2642,5
1612,1148,5
1613,1208,5
1614,4988,5
1615,2975,5
1616,1712,5
1617,3535,5
1618,3923,5
1619,2359,5
1620,1853,5
1621,2839,5
1622,1805,5
1623,1759,5
1624,4867,5
1625,4271,5
1626,3295,5
1627,3456,5
1628,1249,5
1629,1660,5
1630,1835,5
1631,2058,5
1632,1749,5
1633,1724,5
1634,1374,5
1635,4359,5
1636,1474,5
1637,3210,5
1638,3759,5
1639,4049,5
1640,2786,5
1641,1855,5
1642,1782,5
1643,3562,5
1644,2971,5
1645,2478,5
1646,1043,5
1647,4849,5
1648,2561,5
1649,1649,5
1650,4369,5
1651,3704,5
1652,2452,5
1653,4149,5
1654,2186,5
1655,3190,5
1656,3645,5
1657,4744,5
1658,1550,5
1659,3644,5
1660,3971,5
1661,2477,5
1662,1215,5
1663,1985,5
1664,2799,5
1665,4911,5
1666,4950,5
1667,2495,5
1668,3651,5
1669,4535,5
1670,1001,5
1671,4215,5
1672,4813,5
1673,4783,5
1674,1608,5
1675,3674,5
1676,4480,5
1677,1939,5
1678,1491,5
1679,3590,5
1680,1808,5
1681,4037,5
1682,4968,5
1683,3161,5
1684,1765,5
1685,2823,5
1686,1644,5
1687,1847,5
1688,2446,5
1689,2157,5
1690,3008,5
1691,4114,5
1692,3973,5
1693,3867,5
1694,2942,5
1695,1529,5
1696,1339,5
1697,2019,5
1698,1325,5
1699,4074,5
1700,3592,5
1701,4218,5
1702,3380,5
1703,1647,5
1704,4615,5
1705,3205,5
1706,2600,5
1707,3317,5
1708,2336,5
1709,2693,5
1710,2813,5
1711,3935,5
1712,1840,5
1713,2235,5
1714,3254,5
1715,1179,5
1716,1563,5
1717,1645,5
1718,1831,5
1719,1278,5
1720,2400,5
1721,2395,5
1722,1302,5
1723,2885,5
1724,4835,5
1725,2765,5
1726,3068,5
1727,2528,5
1728,4252,5
1729,4865,5
1730,2914,5
1731,2834,5
1732,4441,5
1733,4680,5
1734,2623,5
1735,2980,5
1736,2769,5
1737,3902,5
1738,2853,5
1739,3086,5
1740,1390,5
1741,4794,5
1742,1523,5
1743,4556,4
1744,4039,4
1745,3039,4
1746,1064,4
1747,1533,4
1748,2256,4
1749,4751,4
1750,3714,4
1751,3709,4
1752,1945,4
1753,1890,4
1754,4826,4
1755,2707,4
1756,4499,4
1757,4924,4
1758,2872,4
1759,1245,4
1760,2568,4
1761,1189,4
1762,3575,4
1763,3751,4
1764,2106,4
1765,3733,4
1766,1854,4
1767,4474,4
1768,4522,4
1769,4533,4
1770,4306,4
1771,3072,4
1772,1392,4
1773,2763,4
1774,1422,4
1775,4197,4
1776,1283,4
1777,3520,4
1778,3936,4
1779,3163,4
1780,4174,4
1781,1247,4
1782,1912,4
1783,2591,4
1784,4145,4
1785,4223,4
1786,1462,4
1787,3890,4
1788,2314,4
1789,4626,4
1790,4979,4
1791,3176,4
1792,3172,4
1793,3514,4
1794,1263,4
1795,1415,4
1796,3347,4
1797,3020,4
1798,2069,4
1799,1453,4
1800,1768,4
1801,1196,4
1802,2565,4
1803,1573,4
1804,2225,4
1805,4224,4
1806,2371,4
1807,4250,4
1808,4987,4
1809,4143,4
1810,1332,4
1811,3368,4
1812,4450,4
1813,2843,4
1814,4093,4
1815,3838,4
1816,1310,4
1817,2825,4
1818,4408,4
1819,1095,4
1820,2024,4
1821,3540,4
1822,4144,4
1823,3252,4
1824,1622,4
1825,2643,4
1826,3609,4
1827,4418,4
1828,3209,4
1829,1475,4
1830,2161,4
1831,2506,4
1832,3945,4
1833,1648,4
1834,4061,4
1835,1959,4
1836,2360,4
1837,4148,4
1838,1623,4
1839,1860,4
1840,2287,4
1841,2660,4
1842,3950,4
1843,3381,4
1844,3708,4
1845,2366,4
1846,4101,4
1847,2886,4
1848,3571,4
1849,3910,4
1850,2878,4
1851,3919,4
1852,3937,4
1853,4008,4
1854,2508,4
1855,4459,4
1856,1499,4
1857,3278,4
1858,2680,4
1859,1728,4
1860,2967,4
1861,1482,4
1862,3398,4
1863,4985,4
1864,4400,4
1865,1257,4
1866,2255,4
1867,4676,4
1868,1589,4
1869,2346,4
1870,3283,4
